age,gender,residence,competative_exams,access_to_internet,study_hours_per_day,has_scholarship,extracurricular_activities,fam_fin_status,health,location,f_edu,m_edu,f_job,m_job,alcoholic,additional_tuition,fam_size,fam_relation,prev_percent_1,prev_percent_2,prev_percent_3,TARGET_PREDICTION_PERCENT
F,15,D,0.0,1.0,2.0,0,0,2,3,U,1,1,1,1,3,0,5,4,45,90.0,88.0,78.0
26,F,D,0.0,1.0,6.0,1,0,4,5,R,3,1,1,0,3,1,5,4,70,68.0,66.0,91.0
20,F,H,1.0,1.0,3.0,0,1,2,1,U,3,3,1,0,0,1,3,1,55,56.0,84.0,84.0
18,M,D,2.0,0.0,0.0,2,1,3,5,U,2,4,1,0,0,0,4,5,93,89.0,92.0,89.0
F,16,H,0.0,1.0,2.0,0,1,4,2,R,2,1,1,0,3,1,3,5,87,88.0,90.0,90.0
21,F,D,1.0,1.0,6.0,1,1,2,2,R,2,2,1,1,2,1,5,5,91,89.0,77.0,82.0
M,15,D,0.0,1.0,4.0,1,1,3,4,R,2,2,1,1,1,1,3,4,64,67.0,78.0,70.0
21,F,D,0.0,1.0,8.0,1,1,2,4,U,0,2,1,0,1,0,4,4,61,61.0,61.0,72.0
20,M,H,1.0,1.0,3.0,0,1,3,5,R,2,1,0,0,1,0,4,3,83,80.0,98.0,75.0
19,M,H,1.0,1.0,5.0,0,1,3,3,R,3,3,1,0,4,0,5,4,76,78.0,70.0,75.0
23,M,H,0.0,1.0,2.0,0,0,2,5,R,4,1,1,0,0,0,4,2,71,79.0,61.0,70.0
25,F,H,0.0,0.0,10.0,1,1,1,3,R,5,3,1,1,0,1,4,2,59,57.0,84.0,65.0
22,F,H,1.0,1.0,7.0,1,1,4,5,R,4,1,1,0,3,0,3,3,85,91.0,82.0,98.0
20,M,D,1.0,0.0,5.0,1,1,3,3,R,3,3,1,0,0,1,3,3,69,84.0,87.0,64.0
21,F,D,1.0,1.0,3.0,0,0,5,5,U,4,4,1,1,1,0,4,5,81,77.0,79.0,80.0
18,MF,H,0.0,0.0,4.0,1,0,1,5,R,2,3,1,0,1,0,3,4,66,57.0,90.0,68.0
23,F,H,1.0,1.0,2.0,1,0,2,3,U,3,3,1,0,1,1,5,3,86,89.0,80.0,87.0
18,M,H,1.0,1.0,4.0,1,1,5,5,R,5,5,0,0,1,0,4,5,92,93.0,84.0,66.0
21,F,H,0.0,1.0,4.0,1,1,3,5,U,1,1,0,0,1,0,4,5,85,82.0,66.0,58.0
20,F,D,0.0,0.0,3.0,0,1,5,4,U,2,0,0,1,2,1,2,2,79.59,82.48,82.92,81.72
21,M,H,0.0,0.0,3.0,0,1,5,2,U,3,5,1,1,2,1,2,3,50,97.0,63.0,50.0
25,M,H,1.0,1.0,3.0,0,1,4,2,U,5,5,0,0,0,0,5,5,85,90.0,92.0,87.0
22,M,H,0.0,0.0,8.0,0,1,5,3,R,3,2,1,0,0,1,3,1,59,61.0,71.0,78.0
21,M,D,0.0,1.0,1.0,0,0,1,3,R,1,2,1,1,1,0,4,4,68.05,66.82,66.9,7.75
22,F,D,0.0,0.0,2.0,0,1,2,5,U,2,4,1,1,0,0,4,5,84,78.0,75.0,82.0
21,M,H,0.0,1.0,5.0,0,1,1,4,U,5,3,1,1,1,0,3,4,73,72.0,86.0,75.0
F,15,D,0.0,1.0,1.0,0,0,4,5,U,4,4,1,0,4,1,5,3,56,60.0,63.0,58.0
20,M,D,0.0,1.0,1.0,0,0,2,3,U,3,3,1,0,1,0,3,4,83,83.0,68.0,85.0
20,F,H,0.0,1.0,2.0,0,0,3,3,U,5,4,1,0,0,0,4,5,90,75.0,75.0,86.0
15,F,D,0.0,0.0,1.0,0,1,3,5,U,2,3,1,1,1,0,5,3,76,80.0,83.0,80.0
18,F,H,0.0,1.0,3.0,0,1,2,3,U,4,5,1,0,0,0,5,4,91,64.0,70.0,78.0
15,M,H,0.0,1.0,2.0,0,1,4,5,U,3,2,1,0,0,0,1,4,81,67.0,65.0,76.0
19,F,H,1.0,1.0,1.0,1,1,5,3,R,0,0,1,0,0,1,3,3,73,96.0,84.0,84.0
19,M,D,0.0,1.0,7.0,0,1,3,4,U,5,4,1,1,0,0,4,5,97,95.0,95.0,96.0
20,M,H,0.0,1.0,2.0,1,0,3,3,U,5,5,1,1,1,0,4,3,71,71.0,71.0,71.0
16,M,D,1.0,1.0,4.0,0,1,1,2,U,4,3,1,1,1,0,6,4,77,75.0,70.0,73.0
17,M,D,0.0,0.0,1.0,0,0,2,5,R,2,1,1,0,3,1,3,2,83,96.0,83.0,87.0
19,M,D,1.0,0.0,8.0,0,1,5,5,R,3,4,0,1,0,0,4,1,82.42,86.92,88.19,86.43
24,F,D,1.0,1.0,9.0,1,0,4,3,U,3,0,1,0,1,1,1,2,89,85.0,94.0,89.0
21,F,H,1.0,0.0,5.0,0,0,2,2,R,0,3,0,0,3,0,6,5,65.92,61.45,65.29,67.47
22,M,H,1.0,1.0,4.0,1,0,3,2,U,3,3,1,0,1,1,4,3,98,99.0,75.0,91.0
18,F,H,1.0,0.0,2.0,1,1,3,1,R,5,0,1,0,0,1,2,5,62.14,61.62,58.91,65.07
18,F,H,0.0,1.0,9.0,1,1,4,4,R,5,2,1,1,1,0,4,2,56,73.0,61.0,62.0
16,F,D,0.0,1.0,2.0,1,1,1,1,U,1,2,1,1,1,1,2,4,56,94.0,99.0,99.0
19,F,D,0.0,1.0,4.0,0,1,3,4,U,5,4,1,0,0,0,4,5,87,91.0,90.0,91.0
16,M,H,0.0,0.0,2.0,0,0,1,5,U,4,4,0,1,5,1,3,4,90,96.0,95.0,93.0
19,F,D,1.0,1.0,5.0,0,1,5,5,U,5,3,0,1,0,0,5,5,46,59.0,71.0,73.0
21,M,D,1.0,1.0,2.0,0,1,1,5,U,4,2,1,0,0,0,3,3,95,70.0,77.0,67.0
19,M,D,0.0,1.0,2.0,0,1,4,5,U,3,3,1,0,1,1,3,5,91,89.0,87.0,88.0
15,M,D,0.0,1.0,4.0,0,0,2,3,U,4,2,1,1,1,0,6,3,92,92.0,89.0,88.0
22,M,H,1.0,0.0,6.0,0,0,3,4,U,2,0,1,0,0,0,6,3,90,96.0,87.0,91.0
20,M,D,0.0,1.0,5.0,0,1,3,4,U,4,4,1,1,1,0,4,5,75,78.0,74.0,82.0
18,M,H,1.0,1.0,9.0,0,1,2,4,U,1,4,1,0,3,0,4,2,71,51.0,96.0,95.0
18,F,D,0.0,1.0,1.0,0,1,2,2,U,3,4,0,0,1,0,5,4,79,82.0,57.0,70.0
20,F,H,0.0,1.0,3.0,0,1,1,2,U,2,3,0,0,1,0,2,2,92,90.0,57.0,81.0
19,F,H,0.0,1.0,1.0,0,0,3,5,R,5,4,1,0,1,0,4,5,85,93.0,80.0,86.0
19,M,D,0.0,1.0,1.0,0,1,3,4,U,2,1,1,0,0,1,5,5,42,83.0,80.0,50.0
19,F,D,0.0,1.0,4.0,0,1,2,5,R,5,5,1,1,0,0,3,5,85,86.0,89.0,86.0
22,F,H,0.0,1.0,3.0,1,1,2,3,U,5,3,0,0,0,0,4,5,89,77.0,39.0,93.0
18,F,H,1.0,1.0,5.0,0,1,4,5,U,5,5,1,1,0,0,4,5,80,76.0,74.0,77.0
F,16,D,1.0,1.0,2.0,1,1,3,5,U,3,3,1,1,2,0,6,4,70,89.0,78.0,83.0
20,M,D,0.0,1.0,5.0,0,0,3,3,U,4,3,1,0,1,0,4,3,85.5,88.89,88.67,84.5
33,F,D,0.0,1.0,8.0,1,1,5,3,R,3,5,1,0,1,1,11,5,88,67.0,85.0,80.0
22,F,H,1.0,1.0,2.0,1,0,4,5,U,4,4,1,0,0,1,4,5,85,88.0,76.0,98.0
18,F,H,0.0,0.0,3.0,1,3,5,3,U,4,2,1,0,0,1,3,3,77,98.0,98.0,93.0
F,16,D,0.0,1.0,2.0,1,0,4,3,R,3,4,1,0,1,1,4,2,96,92.0,94.0,95.0
18,M,H,0.0,1.0,0.0,0,1,5,4,U,5,4,0,0,1,0,5,5,86,96.0,71.0,84.0
19,F,H,0.0,1.0,2.0,0,1,4,4,U,5,5,1,1,1,0,5,4,97,94.0,72.0,88.0
20,F,H,0.0,1.0,5.0,0,1,3,3,R,1,1,0,0,1,0,4,4,79,75.0,80.0,79.0
21,F,D,0.0,1.0,1.0,0,1,2,4,U,4,2,1,0,1,0,5,4,70,72.0,68.0,75.0
15,M,D,1.0,1.0,2.0,0,1,1,4,U,2,2,1,1,1,0,3,5,45,54.0,57.0,50.0
21,F,D,1.0,1.0,3.0,0,0,4,5,U,5,5,1,0,1,0,5,5,75,73.0,74.0,78.0
17,M,H,1.0,0.0,7.0,1,0,4,5,R,0,0,1,0,0,1,1,2,97,72.0,72.0,80.0
27,M,H,1.0,1.0,5.0,0,0,3,3,R,1,1,0,0,1,0,6,4,90,85.0,66.0,80.0
22,M,D,0.0,1.0,1.0,1,1,3,3,R,5,1,0,0,3,1,2,3,76.79,78.56,81.57,82.79
20,F,D,1.0,1.0,5.0,1,0,4,5,U,3,4,1,0,1,0,4,5,87,85.0,87.0,86.0
20,M,D,1.0,0.0,6.0,0,1,5,4,U,2,5,0,0,0,0,6,4,65,89.0,87.0,97.0
22,M,D,0.0,1.0,3.0,1,0,1,5,R,5,4,0,1,1,1,2,1,95,57.0,46.0,82.0
15,M,D,0.0,1.0,2.0,1,1,5,5,U,1,2,1,0,1,1,1,4,58,36.0,78.0,91.0
20,F,H,1.0,1.0,3.0,0,0,5,3,U,5,4,1,0,0,1,5,3,87,90.0,81.0,92.0
18,M,H,0.0,1.0,10.0,1,0,3,4,R,2,1,1,0,0,1,4,1,55,71.0,90.0,83.0
21,F,D,0.0,1.0,2.0,1,0,3,5,U,1,4,1,1,0,1,4,4,81,25.0,69.0,98.0
21,F,H,0.0,0.0,2.0,1,4,5,4,U,3,3,1,1,0,2,5,4,85,91.0,97.0,94.0
22,F,D,1.0,1.0,6.0,0,0,2,3,U,3,2,0,0,0,1,5,5,51,68.0,81.0,61.0
20,M,D,1.0,1.0,2.0,0,0,3,3,U,5,1,1,0,0,0,11,5,60,64.0,74.0,80.0
23,M,H,0.0,1.0,5.0,0,1,3,2,R,4,1,1,0,2,1,3,4,30,31.0,38.0,33.0
22,M,D,0.0,1.0,2.0,0,1,2,2,R,3,1,0,1,0,0,2,2,77,78.0,79.6,77.0
16,F,D,0.0,0.0,2.0,0,0,5,5,U,2,1,1,1,1,0,4,4,90,80.0,89.0,85.0
22,M,D,0.0,1.0,2.0,1,0,4,3,R,4,3,1,0,2,1,5,3,87,90.0,82.0,97.0
23,F,D,0.0,1.0,4.0,0,0,2,5,U,2,0,1,0,0,0,4,2,67.5,65.9,69.9,68.4
19,F,H,1.0,1.0,1.0,0,1,1,2,U,3,3,1,0,0,0,5,4,87,88.0,72.0,83.0
19,F,D,0.0,1.0,4.0,0,1,3,5,U,5,5,1,1,0,0,3,5,93,93.0,95.0,94.0
21,F,H,1.0,1.0,8.0,1,1,5,3,R,2,1,1,0,4,0,3,4,82,89.0,79.0,97.0
21,F,D,0.0,1.0,1.0,0,1,3,2,U,3,1,1,0,1,0,3,5,85,66.0,72.0,87.0
24,F,H,0.0,1.0,3.0,0,0,2,4,U,5,5,0,1,0,0,7,4,75,90.0,50.0,91.0
20,M,D,0.0,1.0,4.0,0,0,4,3,U,4,3,0,1,1,0,4,2,90,89.0,79.0,85.0
27,F,D,1.0,1.0,5.0,1,0,5,3,U,4,2,1,1,0,0,5,4,65,79.0,64.0,95.0
20,F,D,0.0,0.0,5.0,1,1,5,5,U,2,5,0,0,0,1,6,4,92,87.0,98.0,96.0
19,M,H,0.0,1.0,7.0,0,1,4,5,U,5,5,1,1,0,0,3,5,83,80.0,79.0,82.0
21,F,H,1.0,0.0,5.0,2,2,5,3,U,4,2,1,1,0,0,3,5,79,99.0,91.0,95.0
22,M,D,0.0,0.0,3.0,0,4,4,5,U,4,5,1,1,0,2,5,3,97,83.0,96.0,90.0
23,M,H,1.0,1.0,7.0,0,1,1,3,R,3,1,0,1,0,1,7,5,68,69.0,92.0,76.0
19,M,H,1.0,1.0,6.0,0,1,4,5,U,5,5,1,0,0,0,5,4,48,83.0,63.0,70.0
20,M,D,1.0,1.0,6.0,0,4,4,4,U,3,2,1,1,0,1,5,3,78,84.0,90.0,91.0
15,F,D,0.0,1.0,2.0,0,0,5,2,U,4,4,1,1,1,0,5,3,91,90.0,55.0,97.0
22,F,H,1.0,1.0,4.0,1,1,2,4,R,2,2,0,0,0,0,4,4,72,71.0,69.0,76.0
19,F,D,0.0,1.0,9.0,1,1,4,4,R,3,1,1,0,3,0,3,4,80,82.0,71.0,94.0
24,M,H,0.0,0.0,8.0,1,1,1,3,R,2,1,1,0,0,0,3,4,54,55.0,74.0,60.0
20,F,D,0.0,1.0,1.0,1,0,2,4,U,4,4,1,0,1,0,4,4,72,74.0,72.0,75.0
25,F,D,0.0,1.0,6.0,0,0,1,5,U,5,4,0,1,0,0,2,1,54,94.0,70.0,96.0
19,M,D,0.0,0.0,3.0,1,1,3,4,U,2,3,0,0,3,1,2,3,77.96,74.4,79.1,81.74
22,F,H,0.0,1.0,1.0,1,1,3,2,R,2,5,1,1,0,1,4,4,87,98.0,65.0,96.0
20,F,H,0.0,1.0,2.0,1,1,3,4,U,3,3,1,0,1,0,4,4,79,80.0,76.0,89.0
20,M,D,0.0,1.0,2.0,0,0,4,4,U,3,3,1,0,1,0,4,5,92,91.0,86.0,89.0
22,M,D,1.0,1.0,4.0,0,1,3,3,U,3,3,1,1,1,1,3,1,90,92.0,76.0,97.0
20,M,H,1.0,1.0,3.0,0,0,1,3,U,5,0,0,1,1,0,3,5,54.81,54.59,55.01,56.16
19,F,D,0.0,1.0,10.0,0,0,5,5,U,2,1,1,0,0,0,5,4,92,80.0,99.0,90.0
15,M,D,0.0,1.0,1.0,0,1,5,5,U,4,4,1,1,1,0,3,4,81,77.0,79.0,80.0
21,F,D,1.0,0.0,6.0,1,1,4,4,R,4,4,0,0,2,1,5,4,88,92.0,76.0,81.0
23,M,H,1.0,1.0,1.0,0,1,4,5,U,1,2,0,0,0,1,5,4,65,77.0,96.0,86.0
18,F,H,1.0,1.0,8.0,1,0,3,4,R,2,1,1,0,1,1,4,3,76,61.0,89.0,64.0
20,M,H,1.0,1.0,6.0,1,1,3,5,R,3,1,1,0,0,0,4,2,52.7,62.0,62.2,59.0
21,M,D,0.0,1.0,2.0,0,0,4,4,U,1,2,1,0,0,0,5,5,93,34.0,74.0,92.0
17,M,D,1.0,0.0,2.0,0,0,4,5,R,4,3,1,0,4,1,4,5,93,100.0,93.0,95.0
21,M,H,1.0,1.0,8.0,0,1,2,3,R,3,4,1,0,1,1,4,4,96,97.0,89.0,94.0
19,F,H,0.0,1.0,2.0,1,1,4,4,R,3,3,0,0,1,0,4,4,87,85.0,67.0,84.0
24,M,D,0.0,1.0,3.0,0,0,4,5,R,3,2,1,0,0,0,3,3,78,67.0,89.0,75.0
19,M,H,1.0,1.0,3.0,1,1,3,5,U,5,4,1,0,0,1,7,5,59,83.0,54.0,47.0
18,F,D,0.0,1.0,4.0,1,0,1,3,R,1,3,1,1,3,1,4,4,60,70.0,75.0,61.0
20,M,D,0.0,1.0,6.0,0,1,4,4,U,5,5,1,0,1,0,4,5,85,60.0,83.0,79.0
18,F,D,1.0,1.0,5.0,0,0,5,5,R,1,0,1,0,4,1,3,2,58.28,55.97,60.25,63.06
F,15,D,0.0,1.0,3.0,1,1,4,5,R,2,4,1,1,0,0,4,4,95,90.0,35.0,81.0
22,F,D,1.0,0.0,2.0,1,0,5,2,U,2,5,0,0,0,0,4,5,67,88.0,96.0,87.0
23,F,H,0.0,1.0,11.0,0,0,1,3,R,2,1,1,0,2,1,3,5,100,99.0,90.0,96.0
17,M,D,0.0,1.0,1.0,0,1,4,5,U,3,2,1,1,2,0,5,5,86,89.0,77.0,97.0
21,M,D,0.0,0.0,0.0,0,0,2,2,U,4,2,1,0,1,0,5,2,"75,6",76.8,78.3,80.0
21,F,D,1.0,3.0,5.0,2,0,3,3,U,5,3,1,0,0,1,5,5,97,81.0,96.0,89.0
20,M,H,0.0,1.0,6.0,0,1,3,4,U,4,4,1,0,1,0,4,5,78,76.0,75.0,79.0
23,M,H,1.0,1.0,7.0,1,1,4,4,R,4,4,0,1,0,0,3,3,89,87.0,77.0,82.0
F,15,H,1.0,1.0,3.0,0,1,3,5,U,4,2,1,1,2,0,4,3,89,59.0,58.0,72.0
22,F,D,1.0,1.0,2.0,1,0,2,3,U,0,4,1,1,0,1,3,4,38,67.0,78.0,93.0
18,F,H,3.0,3.0,2.0,0,0,3,4,U,4,2,1,0,0,1,5,4,88,80.0,100.0,93.0
21,M,D,1.0,0.0,6.0,1,1,4,4,R,4,4,0,1,2,1,5,4,89,90.0,78.0,84.0
24,M,H,1.0,1.0,4.0,0,1,3,4,R,4,4,1,0,1,1,4,5,94,90.0,69.0,84.0
21,M,D,1.0,0.0,6.0,2,4,5,3,U,4,4,1,1,0,2,4,4,75,88.0,100.0,88.0
18,M,D,0.0,1.0,2.0,0,1,4,2,U,3,2,1,0,0,0,3,5,73,74.0,88.0,89.0
24,F,H,0.0,1.0,3.0,1,0,5,5,U,1,0,0,0,2,0,4,1,81,69.0,95.0,82.0
18,M,H,0.0,0.0,4.0,1,0,2,5,R,3,3,1,0,4,0,5,4,76,78.0,62.0,68.0
M,15,D,1.0,1.0,1.0,0,0,4,1,U,4,2,1,0,3,1,4,2,69,78.0,84.0,80.0
22,F,D,0.0,1.0,4.0,0,1,4,4,U,2,4,1,0,0,0,3,4,85,82.0,86.0,83.0
23,M,H,1.0,1.0,8.0,0,1,4,3,R,2,1,1,0,1,1,5,5,69,78.0,73.0,64.0
21,M,D,1.0,1.0,4.0,0,1,2,4,R,2,2,1,0,0,0,6,5,82,87.0,71.0,83.0
20,F,D,0.0,1.0,2.0,1,0,3,4,U,4,4,1,1,1,0,6,4,84,83.0,84.0,83.0
22,F,H,0.0,0.0,5.0,1,1,2,4,R,4,3,1,0,2,1,4,4,73,81.0,55.0,71.0
23,M,H,1.0,1.0,2.0,0,1,3,5,U,4,3,1,0,0,1,4,4,80,81.0,66.0,78.0
22,M,D,0.0,1.0,2.0,0,1,4,5,U,5,5,1,0,0,0,4,5,76.7,71.7,72.1,74.8
19,M,H,0.0,1.0,3.0,1,1,2,5,U,2,4,1,1,0,0,3,5,88,88.0,84.0,87.0
20,M,H,1.0,0.0,3.0,1,1,1,5,R,2,5,1,0,0,0,5,5,54,65.0,89.0,97.0
22,M,H,1.0,1.0,3.0,0,0,5,4,R,2,1,1,1,4,1,4,4,64.55,67.25,69.92,70.97
23,M,H,0.0,1.0,7.0,0,1,2,4,U,1,4,1,0,4,0,2,5,78,60.0,87.0,62.0
23,M,D,1.0,1.0,8.0,1,0,5,3,R,2,1,1,0,0,0,4,1,59,79.0,48.0,62.0
M,15,D,1.0,1.0,2.0,0,1,5,5,U,4,4,1,1,0,0,4,4,33,40.0,45.0,41.0
26,F,H,1.0,0.0,4.0,0,0,1,4,R,3,3,1,0,1,1,3,3,72,55.0,86.0,68.0
20,F,H,1.0,1.0,5.0,1,0,3,5,R,1,1,1,1,2,0,5,4,80,87.0,79.0,95.0
23,F,D,0.0,0.0,8.0,1,1,5,3,U,5,1,1,1,1,1,3,4,63,56.0,63.0,61.0
21,M,H,1.0,1.0,6.0,0,1,5,3,U,3,4,1,1,1,0,15,2,81,78.0,93.0,84.0
19,M,H,0.0,1.0,2.0,1,1,5,5,R,2,2,0,0,0,0,6,5,93,60.0,99.0,91.0
24,M,D,0.0,0.0,5.0,1,0,4,4,R,4,4,1,0,1,1,4,4,89,92.0,79.0,89.0
18,M,D,1.0,1.0,8.0,0,0,2,2,U,4,2,1,0,1,1,4,4,67,75.0,65.0,78.0
20,M,D,1.0,1.0,3.0,1,4,4,4,U,4,5,1,1,0,1,5,3,78,86.0,90.0,89.0
24,M,D,1.0,1.0,6.0,0,0,1,5,U,5,4,0,1,0,1,2,1,85,76.0,70.0,94.0
19,M,D,1.0,1.0,3.0,0,1,3,5,U,2,4,1,1,0,1,3,5,59,75.0,67.0,70.0
21,F,D,1.0,1.0,1.0,0,1,2,3,U,3,2,1,0,1,0,3,4,92,80.0,58.0,89.0
19,M,D,0.0,1.0,3.0,0,1,4,4,U,5,2,1,1,0,0,3,5,82,81.0,76.0,79.0
20,M,H,0.0,0.0,8.0,0,0,5,5,R,5,4,1,0,4,0,5,2,87,86.0,95.0,86.0
21,M,H,1.0,1.0,3.0,1,0,4,5,U,1,1,1,0,4,1,3,4,84,94.0,84.0,76.0
19,M,H,1.0,1.0,7.0,1,1,4,5,R,4,4,0,0,2,0,4,4,71,79.0,91.0,72.0
21,M,H,0.0,1.0,7.0,0,1,4,4,U,5,4,1,1,3,0,4,3,90,95.0,98.0,94.0
17,M,D,1.0,1.0,1.0,1,1,5,3,U,2,1,1,1,1,1,4,4,83,79.0,74.0,77.0
25,M,D,0.0,0.0,4.0,1,0,2,3,R,2,4,1,0,1,0,4,2,88,91.0,77.0,86.0
21,F,D,1.0,0.0,4.0,0,1,4,2,U,5,5,0,0,0,1,5,4,65,65.0,96.0,65.0
19,M,D,0.0,1.0,8.0,0,1,3,2,R,4,4,1,1,0,0,4,1,97,97.0,95.0,91.0
18,M,D,1.0,0.0,1.0,0,0,5,5,R,5,4,1,0,3,1,4,3,84,79.0,96.0,85.0
26,F,H,1.0,0.0,5.0,1,0,2,3,U,4,1,1,0,1,1,3,3,35,52.0,30.0,39.0
26,M,D,1.0,1.0,2.0,0,0,4,5,R,1,3,0,0,3,1,3,4,74,84.0,74.0,85.0
19,M,H,0.0,1.0,6.0,1,1,2,5,U,3,5,1,0,0,0,4,5,89,91.0,91.0,90.0
21,F,H,0.0,1.0,4.0,1,1,4,5,U,4,3,0,0,1,0,4,5,86,80.0,76.0,77.0
19,F,D,0.0,1.0,2.0,0,1,1,4,U,3,4,1,0,0,0,5,4,88,73.0,56.0,72.0
21,F,D,0.0,1.0,1.0,1,0,4,4,U,2,4,1,0,1,0,4,4,85.75,80.44,79.66,82.28
18,M,H,0.0,1.0,3.0,0,1,3,3,U,5,5,1,0,0,0,3,5,90,85.0,86.0,88.0
21,F,D,0.0,0.0,3.0,1,1,5,1,U,5,5,1,1,1,0,6,1,89,92.0,78.0,89.0
19,F,H,0.0,1.0,5.0,0,1,4,5,U,5,4,1,1,0,0,3,3,96,96.0,93.0,94.0
24,M,H,0.0,1.0,7.0,1,0,1,3,R,3,1,1,0,2,1,5,4,65,77.0,63.0,65.0
19,M,H,0.0,1.0,5.0,0,1,4,4,U,5,3,1,0,1,1,4,5,94,69.0,71.0,78.0
21,F,H,0.0,1.0,2.0,0,1,5,5,U,5,3,1,0,0,1,5,5,50,91.0,60.0,49.0
19,F,H,1.0,1.0,2.0,0,1,3,4,U,4,3,1,0,0,0,3,3,68,65.0,58.0,75.0
24,F,D,0.0,1.0,3.0,1,1,4,5,U,5,1,1,1,0,1,2,5,90,98.0,71.0,86.0
20,M,H,0.0,1.0,2.0,1,0,3,4,R,3,2,0,0,1,0,5,4,93,96.0,78.0,88.0
20,M,H,1.0,0.0,5.0,1,0,3,4,U,3,2,1,0,3,1,4,2,69,82.0,78.0,82.0
21,F,H,0.0,1.0,3.0,1,0,3,1,U,3,3,1,1,1,0,4,3,71,75.0,80.0,72.0
15,M,H,1.0,1.0,2.0,0,1,4,5,R,4,3,1,0,1,0,4,4,87,90.0,88.0,87.0
20,M,D,1.0,2.0,1.0,1,1,3,5,U,3,2,1,0,0,1,4,5,96,97.0,95.0,94.0
20,F,H,1.0,1.0,4.0,1,1,2,3,R,3,1,1,0,1,0,4,3,78,82.0,71.0,98.0
26,M,H,1.0,1.0,7.0,1,0,3,5,R,4,1,1,0,3,0,3,3,75,79.0,68.0,92.0
19,M,D,1.0,1.0,6.0,0,1,4,5,R,4,3,0,0,1,0,6,5,71,85.0,83.0,66.0
21,F,D,1.0,1.0,1.0,1,0,4,1,R,3,5,1,1,2,1,6,4,69.94,69.44,67.48,73.37
19,F,H,1.0,1.0,5.0,1,0,5,3,R,5,1,1,0,3,1,4,3,79,82.0,79.0,93.0
21,F,D,0.0,1.0,4.0,0,0,4,5,U,4,5,0,0,0,0,4,5,88,66.0,94.0,86.0
21,M,D,0.0,1.0,3.0,0,0,1,2,U,3,5,1,0,1,1,4,5,80,80.0,92.0,80.0
22,F,H,0.0,1.0,9.0,1,0,2,4,R,5,2,1,1,2,1,3,5,80,80.0,71.0,96.0
22,M,H,0.0,1.0,5.0,0,1,4,4,U,4,4,0,0,3,1,6,3,90,92.0,77.0,83.0
18,F,H,0.0,0.0,8.0,0,1,4,5,R,5,4,0,0,0,1,4,2,84,76.0,94.0,84.0
20,M,D,0.0,1.0,8.0,0,1,5,2,R,2,1,1,0,0,1,5,4,65,89.0,96.0,86.0
20,M,H,0.0,1.0,7.0,0,0,1,3,R,3,3,1,0,2,0,3,4,78,93.0,70.0,80.0
21,F,H,0.0,1.0,4.0,0,0,3,5,U,4,4,1,1,1,1,6,5,95,92.0,74.0,87.0
M,15,D,0.0,1.0,2.0,1,1,4,4,R,2,2,1,0,0,0,6,5,29,50.0,45.0,41.0
22,M,D,0.0,1.0,3.0,0,1,3,4,U,3,5,1,0,2,0,4,5,98,97.0,95.0,94.0
20,F,D,0.0,1.0,8.0,0,1,3,3,U,3,3,1,1,2,0,5,3,99,54.0,59.0,34.0
21,F,D,0.0,0.0,,0,1,5,4,U,1,5,0,0,0,0,5,5,88,87.0,89.0,95.0
24,M,H,1.0,1.0,3.0,1,0,3,3,U,3,2,0,0,1,1,3,4,94,82.0,68.0,81.0
20,F,D,0.0,0.0,4.0,0,0,5,5,U,5,5,0,1,1,0,4,2,91,90.0,79.0,86.0
20,F,H,1.0,1.0,4.0,0,0,3,3,U,5,5,1,1,1,1,3,5,95,90.0,69.0,85.0
25,M,H,0.0,1.0,8.0,1,1,4,4,R,3,1,1,0,4,1,4,3,70,65.0,66.0,99.0
21,F,D,1.0,1.0,1.0,0,0,3,3,U,4,4,1,0,1,0,5,3,75,65.0,70.0,80.0
18,F,D,0.0,1.0,1.0,0,1,3,2,U,2,4,1,0,0,1,4,5,98,85.0,86.0,86.0
22,F,D,0.0,1.0,2.0,0,1,4,4,U,5,2,1,0,0,0,4,4,87,90.0,88.0,87.0
22,M,D,0.0,1.0,4.0,0,1,2,5,U,3,2,1,0,0,0,5,2,56,64.0,73.0,73.0
22,F,H,1.0,1.0,2.0,1,0,4,5,U,4,4,1,0,0,1,4,5,85,88.0,76.0,82.0
20,M,D,1.0,1.0,2.0,1,1,3,4,U,3,3,0,0,1,0,3,5,58,60.0,86.0,70.0
19,F,D,1.0,1.0,4.0,1,1,5,4,R,3,5,0,1,0,0,4,4,64,98.0,61.0,96.0
27,F,D,1.0,1.0,2.0,1,0,5,5,U,2,1,0,1,0,1,4,2,77,74.0,80.0,77.0
20,M,D,3.0,1.0,4.0,2,0,4,4,U,5,4,1,1,0,0,5,4,88,100.0,94.0,92.0
20,F,H,0.0,0.0,4.0,1,1,3,4,U,4,4,1,1,1,0,4,4,74,71.0,88.0,76.0
20,M,H,0.0,1.0,5.0,0,0,4,4,U,4,4,0,0,1,0,7,5,96,98.0,90.0,95.0
21,M,H,1.0,1.0,6.0,1,1,2,4,U,2,1,1,0,1,0,5,5,82,82.0,46.0,85.0
20,M,D,1.0,1.0,2.0,1,0,4,4,R,1,4,0,1,0,0,6,5,84,45.0,78.0,95.0
20,M,D,0.0,1.0,3.0,1,0,3,4,U,3,3,1,0,0,0,4,5,85.8,84.2,83.2,89.0
19,F,H,0.0,1.0,2.0,0,1,3,4,R,4,1,0,0,1,0,5,4,83,83.0,75.0,86.0
